ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
02457776,Technické služby Týnec s.r.o.,112,Společnost s ručením omezeným,2013-12-19,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,81290,Ostatní úklidové činnosti
02458594,VODOPLAN s.r.o.,112,Společnost s ručením omezeným,2013-12-18,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
02459779,Energie - nemovitostní a.s.,121,Akciová společnost,2013-12-19,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
02461561,Civil engineering s.r.o.,112,Společnost s ručením omezeným,2013-12-19,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,7111,Architektonické činnosti
02466775,Pobočka Diakonie Církve bratrské v Berouně,721,Církevní organizace,2014-01-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,88,Ambulantní nebo terénní sociální služby
02470870,FERUPS s.r.o.,112,Společnost s ručením omezeným,2013-12-20,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,23,Výroba ostatních nekovových minerálních výrobků
02479575,VELUTOX s.r.o.,112,Společnost s ručením omezeným,2014-01-06,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,56100,"Stravování v restauracích, u stánků a v mobilních zařízeních"
02480468,Archeo Team z.s.,706,Spolek,2013-12-20,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
02484935,DUHA Liberec o.p.s.,141,Obecně prospěšná společnost,2014-01-14,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
02487527,Aqua PRO AKTIV s.r.o.,112,Společnost s ručením omezeným,2014-01-02,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4634,Velkoobchod s nápoji
02489881,RedHead Music s.r.o.,112,Společnost s ručením omezeným,2013-12-30,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,74,"Ostatní profesní, vědecké a technické činnosti"
02492172,"Útulek pro opuštěná zvířata BONA, o.p.s.",141,Obecně prospěšná společnost,2014-01-18,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,96090,Poskytování ostatních osobních služeb j. n.
02492172,"Útulek pro opuštěná zvířata BONA, o.p.s.",141,Obecně prospěšná společnost,2014-01-18,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,96090,Poskytování ostatních osobních služeb j. n.
02492369,"Žijeme Žďárem, z. s.",706,Spolek,2013-12-27,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
02494035,HaQa s.r.o.,112,Společnost s ručením omezeným,2014-01-29,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4520,"Opravy a údržba motorových vozidel, kromě motocyklů"
02495333,CELO invest s.r.o.,112,Společnost s ručením omezeným,2014-01-03,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,22,Výroba pryžových a plastových výrobků
02498251,"Život Hradec Králové, o. p. s.",141,Obecně prospěšná společnost,2013-12-31,,15002,Neziskové instituce sloužící domácnostem soukromé národní,25 - 49 zaměstnanců,8810,Ambulantní nebo terénní sociální služby pro seniory a osoby se zdravotním postižením
02500078,TRIGOMA TRADE s.r.o.,112,Společnost s ručením omezeným,2014-01-08,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,14,Výroba oděvů
02503263,"Advokátní kancelář Coufal, Georges & partners s.r.o.",112,Společnost s ručením omezeným,2014-01-02,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,6910,Právní činnosti
02503531,SRBECKÝ s.r.o.,112,Společnost s ručením omezeným,2014-01-23,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,38120,Shromažďování a sběr nebezpečných odpadů
02504057,"Chemické divadlo, z.s.",706,Spolek,2013-12-31,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
02507242,"Sportovní akademie Luďka Zelenky, z.s.",706,Spolek,2013-12-31,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,94993,Činnosti organizací na podporu rekreační a zájmové činnosti
02542901,Finex Technology s.r.o.,112,Společnost s ručením omezeným,2014-02-04,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,36,"Shromažďování, úprava a rozvod vody"
02545322,"Zeleň-služby, kom. spol.",113,Společnost komanditní,2014-02-01,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,016,Podpůrné činnosti pro zemědělství a posklizňové činnosti
02562014,Azenet s.r.o.,112,Společnost s ručením omezeným,2014-01-20,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,95110,Opravy počítačů a periferních zařízení
02562014,Azenet s.r.o.,112,Společnost s ručením omezeným,2014-01-20,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,95110,Opravy počítačů a periferních zařízení
02565366,EXTÉRIA s.r.o.,112,Společnost s ručením omezeným,2014-01-20,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,74902,Poradenství v oblasti požární ochrany
02570459,Centrum pro léčbu bolesti a paliativní medicínu s.r.o.,112,Společnost s ručením omezeným,2014-01-24,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,8622,Specializovaná ambulantní zdravotní péče
02576708,SENIORSERVIS o.p.s.,141,Obecně prospěšná společnost,2014-01-23,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,87301,Sociální péče v domovech pro seniory
02578671,Renata Rédrová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-01-22,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,,
02583682,Civis novus z.s.,706,Spolek,2014-02-12,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
02584786,"MEDIfitness, s.r.o.",112,Společnost s ručením omezeným,2014-01-27,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,96040,Činnosti pro osobní a fyzickou pohodu
02584786,"MEDIfitness, s.r.o.",112,Společnost s ručením omezeným,2014-01-27,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,96040,Činnosti pro osobní a fyzickou pohodu
02584832,JOFAMA s.r.o.,112,Společnost s ručením omezeným,2014-01-23,,11002,Nefinanční podniky soukromé národní,Neuvedeno,71110,Architektonické činnosti
02587572,ATRIUM THERM Servis s.r.o.,112,Společnost s ručením omezeným,2014-02-07,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,4120,Výstavba bytových a nebytových budov
02589583,Martin Vantuch,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-01-27,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,73110,Činnosti reklamních agentur
02604795,ALPINE Bau CZ a.s.,121,Akciová společnost,2014-01-31,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,42110,Výstavba silnic a dálnic
02607387,MUDr. Jaroslava Dudková s.r.o.,112,Společnost s ručením omezeným,2014-02-04,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,8622,Specializovaná ambulantní zdravotní péče
02607387,MUDr. Jaroslava Dudková s.r.o.,112,Společnost s ručením omezeným,2014-02-04,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,8622,Specializovaná ambulantní zdravotní péče
02611619,Značky Šindelář s.r.o.,112,Společnost s ručením omezeným,2014-02-03,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4312,Příprava staveniště
02613522,"Velvet Smile, o.p.s.",141,Obecně prospěšná společnost,2014-02-26,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
02614758,Pavel Neuber,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-02-03,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,56100,"Stravování v restauracích, u stánků a v mobilních zařízeních"
02617242,Josef Bouma,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-02-03,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
02628058,Dětské sportovní centrum KOŤATA A KOCOUŘI ZLÍN z.ú.,161,Ústav,2014-02-06,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9319,Ostatní sportovní činnosti
02634767,VERSANA s.r.o.,112,Společnost s ručením omezeným,2014-02-24,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,4120,Výstavba bytových a nebytových budov
02643537,"M&T stavební spol., s.r.o.",112,Společnost s ručením omezeným,2014-02-11,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
02644797,Spolek přátel kultury a sportu na Písečné z.s.,706,Spolek,2014-03-11,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
02665051,Ing. Michal Wollráb,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-02-17,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,71110,Architektonické činnosti
02690578,LIBERTOP s.r.o.,112,Společnost s ručením omezeným,2014-02-24,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
02708388,GHI Hospitality s.r.o.,112,Společnost s ručením omezeným,2014-02-26,,11002,Nefinanční podniky soukromé národní,Neuvedeno,74,"Ostatní profesní, vědecké a technické činnosti"
02712521,MG studio s.r.o.,112,Společnost s ručením omezeným,2014-02-27,,11002,Nefinanční podniky soukromé národní,Neuvedeno,74,"Ostatní profesní, vědecké a technické činnosti"
02712601,CBM CR s.r.o.,112,Společnost s ručením omezeným,2014-02-27,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,4690,Nespecializovaný velkoobchod
02716828,MANABAU s.r.o.,112,Společnost s ručením omezeným,2014-02-27,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,4120,Výstavba bytových a nebytových budov
02732360,"Sihena Medico, s.r.o.",112,Společnost s ručením omezeným,2014-03-05,,11002,Nefinanční podniky soukromé národní,Neuvedeno,3250,Výroba lékařských a dentálních nástrojů a potřeb
02737787,ATUT-TUTY s.r.o.,112,Společnost s ručením omezeným,2014-03-05,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,81210,Všeobecný úklid budov
02737833,PRODUCTS4U s.r.o.,112,Společnost s ručením omezeným,2014-03-05,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,13,Výroba textilií
02739232,Jan Chadraba,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-03-05,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,62,Činnosti v oblasti informačních technologií
02741440,NES-elektro s. r. o.,112,Společnost s ručením omezeným,2014-03-06,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,43210,Elektrické instalace
02771527,"Anděl Strážný, z.ú.",161,Ústav,2014-03-13,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,8810,Ambulantní nebo terénní sociální služby pro seniory a osoby se zdravotním postižením
02777819,BOD BOD BOD s.r.o.,112,Společnost s ručením omezeným,2014-03-26,,11002,Nefinanční podniky soukromé národní,Neuvedeno,73110,Činnosti reklamních agentur
02781336,SOFIS GRANT s.r.o.,112,Společnost s ručením omezeným,2014-03-17,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,74,"Ostatní profesní, vědecké a technické činnosti"
02785781,Pod čepicí s.r.o.,112,Společnost s ručením omezeným,2014-03-18,,11002,Nefinanční podniky soukromé národní,Neuvedeno,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
02790246,Profi DDD s.r.o.,112,Společnost s ručením omezeným,2014-03-18,,11002,Nefinanční podniky soukromé národní,Neuvedeno,81290,Ostatní úklidové činnosti
02794683,Ladislav Švec,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-03-19,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,43910,Pokrývačské práce
02808641,ba consulting - cz s.r.o.,112,Společnost s ručením omezeným,2014-03-24,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
02819678,O2 IT Services s.r.o.,112,Společnost s ručením omezeným,2014-03-26,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,62090,Ostatní činnosti v oblasti informačních technologií
02820048,FD Servis Clean s.r.o.,112,Společnost s ručením omezeným,2014-03-26,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,016,Podpůrné činnosti pro zemědělství a posklizňové činnosti
02832721,ERCÉ technika s.r.o.,112,Společnost s ručením omezeným,2014-03-27,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,43210,Elektrické instalace
02836394,Tomáš Vošvrda,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-03-31,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,256,Povrchová úprava a zušlechťování kovů; obrábění
02850141,kpstatika stavby s.r.o.,112,Společnost s ručením omezeným,2014-04-03,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
02850311,"STAVONA Tender, spol. s r.o.",112,Společnost s ručením omezeným,2014-04-02,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,8211,Univerzální administrativní činnosti
02851831,Melandrino Art s.r.o.,112,Společnost s ručením omezeným,2014-04-02,,11002,Nefinanční podniky soukromé národní,Neuvedeno,4725,Maloobchod s nápoji
02854996,"Trenos Group, s.r.o.",112,Společnost s ručením omezeným,2014-04-03,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
02862051,RODA construction s.r.o.,112,Společnost s ručením omezeným,2014-04-03,,11002,Nefinanční podniky soukromé národní,Neuvedeno,68310,Zprostředkovatelské činnosti realitních agentur
02870843,Spolek ledního hokeje Jindřichův Hradec,706,Spolek,2014-04-07,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9311,Provozování sportovních zařízení
02877155,FINAL KOM s.r.o.,112,Společnost s ručením omezeným,2014-04-09,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,43120,Příprava staveniště
02878895,"Společenství vlastníků pro dům Tyršova č.p.726,727,728",145,Společenství vlastníků jednotek,2014-04-29,,14430,Příjemci ostatních transferů,Neuvedeno,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
02890895,"Akademie Havel, Holásek & Partners, s.r.o.",112,Společnost s ručením omezeným,2014-04-11,,11002,Nefinanční podniky soukromé národní,Neuvedeno,855,Ostatní vzdělávání
02896125,PAŠEK Autoservis s.r.o.,112,Společnost s ručením omezeným,2014-04-14,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
02914379,Mime Prague z. s.,706,Spolek,2014-05-13,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
02915987,Altic Point s.r.o.,112,Společnost s ručením omezeným,2014-04-17,,11002,Nefinanční podniky soukromé národní,Neuvedeno,74,"Ostatní profesní, vědecké a technické činnosti"
02926202,"První festivalová, s.r.o.",112,Společnost s ručením omezeným,2014-04-23,,11002,Nefinanční podniky soukromé národní,Neuvedeno,56100,"Stravování v restauracích, u stánků a v mobilních zařízeních"
02932938,"""SPOLEK PRO REALIZACI SOCHY EMILA ZÁTOPKA NA STADIONU MLÁDEŽE VE ZLÍNĚ, z.s.""",706,Spolek,2014-05-15,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
02937182,Karlínblok s.r.o.,112,Společnost s ručením omezeným,2014-04-24,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,69200,Účetnické a auditorské činnosti; daňové poradenství
02942453,Spolek Skřivaňáci,706,Spolek,2014-05-21,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
02957990,LD OKNA obchodní s.r.o.,112,Společnost s ručením omezeným,2014-04-30,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,46730,"Velkoobchod se dřevem, stavebními materiály a sanitárním vybavením"
02970261,Nadační fond Ozvěna,118,Nadační fond,2014-05-15,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,88910,Sociální služby poskytované dětem
02971038,TRUCK MAGIC s.r.o.,112,Společnost s ručením omezeným,2014-05-06,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,452,"Opravy a údržba motorových vozidel, kromě motocyklů"
02971097,Petr Pakandl,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-05-06,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
02975122,"Koutníková Eva, JUDr. - soudní exekutorka",105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,2014-04-28,,14100,Zaměstnavatelé,6 - 9 zaměstnanců,69100,Právní činnosti
02975432,Upper brewing s.r.o.,112,Společnost s ručením omezeným,2014-05-06,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,1105,Výroba piva
02981343,"Klub sportovní střelby LOYD Jablonec nad Nisou, z. s.",706,Spolek,2014-05-28,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
02990610,GRATSY s.r.o.,112,Společnost s ručením omezeným,2014-05-12,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
02996049,Ach! z.s.,706,Spolek,2014-06-11,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,90030,Umělecká tvorba
02996855,MSM Project s.r.o.,112,Společnost s ručením omezeným,2014-05-14,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,20,Výroba chemických látek a chemických přípravků
03000591,Ing. Karin Pazderníková,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-05-14,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
03012174,Stavby 3000 s.r.o.,112,Společnost s ručením omezeným,2014-06-18,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
03017621,"Středisko sociálních služeb Salvia, z.ú.",161,Ústav,2014-05-20,,15002,Neziskové instituce sloužící domácnostem soukromé národní,50 - 99 zaměstnanců,8810,Ambulantní nebo terénní sociální služby pro seniory a osoby se zdravotním postižením
03017745,IZOFO MAXX s.r.o.,112,Společnost s ručením omezeným,2014-05-20,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
03018385,SNAGGI Lighting s.r.o.,112,Společnost s ručením omezeným,2014-05-20,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,74,"Ostatní profesní, vědecké a technické činnosti"
03022641,Novoměstské služby s.r.o.,112,Společnost s ručením omezeným,2014-06-12,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,46,"Velkoobchod, kromě motorových vozidel"
03023419,Prekt service s.r.o.,112,Společnost s ručením omezeným,2014-05-21,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,952,Opravy výrobků pro osobní potřebu a převážně pro domácnost
03034992,"Open House Praha, z.ú.",161,Ústav,2014-06-14,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,8559,Ostatní vzdělávání j. n.
03038637,Nadační fond Kryštůfek,118,Nadační fond,2014-06-14,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
03054721,Elektrofyzika s.r.o.,112,Společnost s ručením omezeným,2014-06-02,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
03058433,Transport tycoon s.r.o.,112,Společnost s ručením omezeným,2014-05-30,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
03059707,"MFK Frýdek-Místek, a.s.",121,Akciová společnost,2014-06-02,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,77290,Pronájem a leasing ostatních výrobků pro osobní potřebu a převážně pro domácnost
03060781,3D company s.r.o.,112,Společnost s ručením omezeným,2014-06-02,,11002,Nefinanční podniky soukromé národní,Neuvedeno,74,"Ostatní profesní, vědecké a technické činnosti"
03065481,Jan Vařeka,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-06-02,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,74901,Poradenství v oblasti bezpečnosti a ochrany zdraví při práci
03077373,Kulturní Morava z. s.,706,Spolek,2014-06-11,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,94993,Činnosti organizací na podporu rekreační a zájmové činnosti
03083241,Martin Vaněk,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-06-06,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,952,Opravy výrobků pro osobní potřebu a převážně pro domácnost
03086160,Věroslav Labonek,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-06-09,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,33,Opravy a instalace strojů a zařízení
03099024,Spolek pro mladé talenty,706,Spolek,2014-07-05,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
03104869,Mgr. Tomáš Koch,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-06-13,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,620,Činnosti v oblasti informačních technologií
03115569,FALIVER s.r.o.,112,Společnost s ručením omezeným,2014-06-17,,11002,Nefinanční podniky soukromé národní,Neuvedeno,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
03156281,Martin Řehák,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-06-30,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
03157792,Oříšek - studio pro děti s.r.o.,112,Společnost s ručením omezeným,2014-07-01,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,85100,Předškolní vzdělávání
03175570,Ing. Hana Prokopová,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-07-07,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
03180981,"Bytové družstvo Jana Masaryka 18, 20",205,Družstvo,2014-07-08,,11002,Nefinanční podniky soukromé národní,Neuvedeno,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
03181006,FLYDEO s.r.o.,112,Společnost s ručením omezeným,2014-07-08,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
03184986,Studio Jelínek s. r. o.,112,Společnost s ručením omezeným,2014-07-09,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
03187276,"CENTRUM NA VERANDĚ BEROUN, z.ú.",161,Ústav,2014-07-10,,15003,Neziskové instituce sloužící domácnostem pod zahraniční kontrolou,25 - 49 zaměstnanců,881,Ambulantní nebo terénní sociální služby pro seniory a osoby se zdravotním postižením
03193110,"Naučíme naše děti sportovat, z. s.",706,Spolek,2014-07-15,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
03206319,Bc. Kateřina Pechová,107,Zemědělský podnikatel - fyzická osoba nezapsaná v obchodním rejstříku,2014-07-16,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,01,"Rostlinná a živočišná výroba, myslivost a související činnosti"
03210308,ARKTERO s.r.o.,112,Společnost s ručením omezeným,2014-07-17,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,68320,Správa nemovitostí na základě smlouvy nebo dohody
03212645,"ATK Šlapanice, z. s.",706,Spolek,2014-09-02,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
03213293,KORYNTUS s.r.o.,112,Společnost s ručením omezeným,2014-07-18,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
03219569,Alois Svoboda,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-07-21,2016-03-14,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,43120,Příprava staveniště
03222977,"Sdružení Sport Centrum Pavlovice, z.s.",706,Spolek,2014-07-25,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93190,Ostatní sportovní činnosti
03226751,"SPORT EDEN BEROUN, z.s.",706,Spolek,2014-08-04,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
03226751,"SPORT EDEN BEROUN, z.s.",706,Spolek,2014-08-04,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
03235700,KOMERC VZDUCHOTECHNIKA s.r.o.,112,Společnost s ručením omezeným,2014-07-25,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,2825,Výroba průmyslových chladicích a klimatizačních zařízení
03243788,Filip Obermajer,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2014-07-29,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,73110,Činnosti reklamních agentur
03253309,DV Okna s.r.o.,112,Společnost s ručením omezeným,2014-07-31,,11002,Nefinanční podniky soukromé národní,Neuvedeno,16230,Výroba ostatních výrobků stavebního truhlářství a tesařství
03262766,Givorino s.r.o.,112,Společnost s ručením omezeným,2014-08-04,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
